numero,codigo,nombre,grupo,descripcion
780,"050201",UNCIA,C10_municipios,UNCIA
781,"050202",CHAYANTA,C10_municipios,CHAYANTA
782,"050203",LLALLAGUA,C10_municipios,LLALLAGUA
783,"050204",CHUQUIHUTA,C10_municipios,CHUQUIHUTA
784,"050299","RAFAEL BUSTILLO",C10_municipios,"RAFAEL BUSTILLO"
785,"050301",BETANZOS,C10_municipios,BETANZOS
786,"050302",CHAQUI,C10_municipios,CHAQUI
787,"050303",TACOBAMBA,C10_municipios,TACOBAMBA
788,"050399","CORNELIO SAAVEDRA",C10_municipios,"CORNELIO SAAVEDRA"
789,"050401",COLQUECHACA,C10_municipios,COLQUECHACA
790,"050402",RAVELO,C10_municipios,RAVELO
791,"050403",POCOATA,C10_municipios,POCOATA
792,"050404",OCURI,C10_municipios,OCURI
793,"050501","SAN PEDRO DE BUENA VISTA",C10_municipios,"SAN PEDRO DE BUENA VISTA"
794,"050502","TORO TORO",C10_municipios,"TORO TORO"
795,"050599",CHARCAS,C10_municipios,CHARCAS
796,"050601",COTAGAITA,C10_municipios,COTAGAITA
797,"050602",VITICHI,C10_municipios,VITICHI
798,"050699","NOR CHICHAS",C10_municipios,"NOR CHICHAS"
799,"050701","VILLA DE SACACA",C10_municipios,"VILLA DE SACACA"
800,"050702",CARIPUYO,C10_municipios,CARIPUYO
801,"050799","ALONZO DE IBAÑEZ",C10_municipios,"ALONZO DE IBAÑEZ"
802,"050801",TUPIZA,C10_municipios,TUPIZA
803,"050802",ATOCHA,C10_municipios,ATOCHA
804,"050899","SUD CHICHAS",C10_municipios,"SUD CHICHAS"
805,"050901","COLCHA K",C10_municipios,"COLCHA K"
806,"050902","SAN PEDRO DE QUEMES",C10_municipios,"SAN PEDRO DE QUEMES"
807,"050999","NOR LIPEZ",C10_municipios,"NOR LIPEZ"
808,"051001","SAN PABLO DE LIPEZ",C10_municipios,"SAN PABLO DE LIPEZ"
809,"051002",MOJINETE,C10_municipios,MOJINETE
810,"051003","SAN ANTONIO DE ESMORUCO",C10_municipios,"SAN ANTONIO DE ESMORUCO"
811,"051099","SUD LIPEZ",C10_municipios,"SUD LIPEZ"
812,"051101",PUNA,C10_municipios,PUNA
813,"051102","CAIZA D",C10_municipios,"CAIZA D"
814,"051103",CKOCHAS,C10_municipios,CKOCHAS
815,"051199","JOSE MARIA LINARES",C10_municipios,"JOSE MARIA LINARES"
816,"051201",UYUNI,C10_municipios,UYUNI
817,"051202",TOMAVE,C10_municipios,TOMAVE
818,"051203",PORCO,C10_municipios,PORCO
819,"051299","ANTONIO QUIJARRO",C10_municipios,"ANTONIO QUIJARRO"
820,"051301",ARAMPAMPA,C10_municipios,ARAMPAMPA
821,"051302",ACASIO,C10_municipios,ACASIO
822,"051399","BERNARDINO BILBAO",C10_municipios,"BERNARDINO BILBAO"
823,"051401",LLICA,C10_municipios,LLICA
824,"051402",TAHUA,C10_municipios,TAHUA
825,"051499","DANIEL CAMPOS",C10_municipios,"DANIEL CAMPOS"
826,"051501",VILLAZON,C10_municipios,VILLAZON
827,"051599","MODESTO OMISTE",C10_municipios,"MODESTO OMISTE"
828,"051601","SAN AGUSTIN",C10_municipios,"SAN AGUSTIN"
829,"051699","ENRIQUE BALDIVIESO",C10_municipios,"ENRIQUE BALDIVIESO"
830,"060101",TARIJA,C10_municipios,TARIJA
831,"060201",PADCAYA,C10_municipios,PADCAYA
832,"060202",BERMEJO,C10_municipios,BERMEJO
833,"060299","ANICETO ARCE",C10_municipios,"ANICETO ARCE"
834,"060301",YACUIBA,C10_municipios,YACUIBA
835,"060302",CARAPARI,C10_municipios,CARAPARI
836,"060303",VILLAMONTES,C10_municipios,VILLAMONTES
837,"060399","GRAN CHACO",C10_municipios,"GRAN CHACO"
838,"060401",URIONDO,C10_municipios,URIONDO
839,"060402",YUNCHARA,C10_municipios,YUNCHARA
840,"060499","JOSE MARIA AVILES",C10_municipios,"JOSE MARIA AVILES"
841,"060501","VILLA SAN LORENZO",C10_municipios,"VILLA SAN LORENZO"
842,"060502","EL PUENTE",C10_municipios,"EL PUENTE"
843,"060599","EUSTAQUIO MENDEZ",C10_municipios,"EUSTAQUIO MENDEZ"
844,"060601","ENTRE RIOS",C10_municipios,"ENTRE RIOS"
845,"060699","BURNET O'CONNOR",C10_municipios,"BURNET O'CONNOR"
846,"069999",CAMARGO,C10_municipios,CAMARGO
847,"070101","SANTA CRUZ DE LA SIERRA",C10_municipios,"SANTA CRUZ DE LA SIERRA"
848,"070102",COTOCA,C10_municipios,COTOCA
849,"070103",PORONGO,C10_municipios,PORONGO
850,"070104","LA GUARDIA",C10_municipios,"LA GUARDIA"
851,"070105","EL TORNO",C10_municipios,"EL TORNO"
852,"070199","ANDRES IBAÑEZ",C10_municipios,"ANDRES IBAÑEZ"
853,"070201",WARNES,C10_municipios,WARNES
854,"070202","OKINAWA UNO",C10_municipios,"OKINAWA UNO"
855,"070301","SAN IGNACIO DE VELASCO",C10_municipios,"SAN IGNACIO DE VELASCO"
856,"070302","SAN MIGUEL DE VELASCO",C10_municipios,"SAN MIGUEL DE VELASCO"
857,"070303","SAN RAFAEL",C10_municipios,"SAN RAFAEL"
858,"070399","JOSE MIGUEL DE VELASCO",C10_municipios,"JOSE MIGUEL DE VELASCO"
859,"070401","BUENA VISTA",C10_municipios,"BUENA VISTA"
860,"070402","SAN CARLOS",C10_municipios,"SAN CARLOS"
861,"070403",YAPACANI,C10_municipios,YAPACANI
862,"070404","SAN JUAN DE YAPACANI",C10_municipios,"SAN JUAN DE YAPACANI"
863,"070499",ICHILO,C10_municipios,ICHILO
864,"070501","SAN JOSE DE CHIQUITOS",C10_municipios,"SAN JOSE DE CHIQUITOS"
865,"070502",PAILON,C10_municipios,PAILON
866,"070503",ROBORE,C10_municipios,ROBORE
867,"070599",CHIQUITOS,C10_municipios,CHIQUITOS
868,"070601",PORTACHUELO,C10_municipios,PORTACHUELO
869,"070602","SANTA ROSA DEL SARA",C10_municipios,"SANTA ROSA DEL SARA"
870,"070603","COLPA BELGICA",C10_municipios,"COLPA BELGICA"
871,"070699",SARA,C10_municipios,SARA
872,"070701",LAGUNILLAS,C10_municipios,LAGUNILLAS
873,"070702",CHARAGUA,C10_municipios,CHARAGUA
874,"070703",CABEZAS,C10_municipios,CABEZAS
875,"070704",CUEVO,C10_municipios,CUEVO
876,"070705",GUTIERREZ,C10_municipios,GUTIERREZ
877,"070706",CAMIRI,C10_municipios,CAMIRI
878,"070707",BOYUIBE,C10_municipios,BOYUIBE
879,"070799",CORDILLERA,C10_municipios,CORDILLERA
880,"070801",VALLEGRANDE,C10_municipios,VALLEGRANDE
881,"070802",TRIGAL,C10_municipios,TRIGAL
882,"070803","MORO MORO",C10_municipios,"MORO MORO"
883,"070804","POSTRER VALLE",C10_municipios,"POSTRER VALLE"
884,"070805",PUCARA,C10_municipios,PUCARA
885,"070901",SAMAIPATA,C10_municipios,SAMAIPATA
886,"070902","PAMPA GRANDE",C10_municipios,"PAMPA GRANDE"
887,"070903",MAIRANA,C10_municipios,MAIRANA
888,"070904",QUIRUSILLAS,C10_municipios,QUIRUSILLAS
889,"070999",FLORIDA,C10_municipios,FLORIDA
890,"071001",MONTERO,C10_municipios,MONTERO
891,"071002","GRAL. SAAVEDRA",C10_municipios,"GRAL. SAAVEDRA"
892,"071003",MINEROS,C10_municipios,MINEROS
893,"071004","FERNANDEZ ALONSO",C10_municipios,"FERNANDEZ ALONSO"
894,"071005","SAN PEDRO",C10_municipios,"SAN PEDRO"
895,"071099","CUARTA SECCION DE OBISPO SANTIESTEVAN",C10_municipios,"CUARTA SECCION DE OBISPO SANTIESTEVAN"
896,"071101",CONCEPCION,C10_municipios,CONCEPCION
897,"071102","SAN JAVIER",C10_municipios,"SAN JAVIER"
898,"071103","SAN RAMON",C10_municipios,"SAN RAMON"
899,"071104","SAN JULIAN",C10_municipios,"SAN JULIAN"
900,"071105","SAN ANTONIO DE LOMERIO",C10_municipios,"SAN ANTONIO DE LOMERIO"
901,"071106","CUATRO CAÑADAS",C10_municipios,"CUATRO CAÑADAS"
902,"071199","ÑUFLO DE CHAVEZ",C10_municipios,"ÑUFLO DE CHAVEZ"
903,"071201","SAN MATIAS",C10_municipios,"SAN MATIAS"
904,"071299","ANGEL SANDOVAL",C10_municipios,"ANGEL SANDOVAL"
905,"071301",COMARAPA,C10_municipios,COMARAPA
906,"071302",SAIPINA,C10_municipios,SAIPINA
907,"071399","MANUEL MARIA CABALLERO",C10_municipios,"MANUEL MARIA CABALLERO"
908,"071401","PUERTO SUAREZ",C10_municipios,"PUERTO SUAREZ"
909,"071402","PUERTO QUIJARRO",C10_municipios,"PUERTO QUIJARRO"
910,"071403","CARMEN RIVERO TORREZ",C10_municipios,"CARMEN RIVERO TORREZ"
911,"071499","GERMAN BUSCH",C10_municipios,"GERMAN BUSCH"
912,"071501","ASCENSION DE GUARAYOS",C10_municipios,"ASCENSION DE GUARAYOS"
913,"071502",URUBICHA,C10_municipios,URUBICHA
914,"071503","EL PUENTE",C10_municipios,"EL PUENTE"
915,"071599",GUARAYOS,C10_municipios,GUARAYOS
916,"080101",TRINIDAD,C10_municipios,TRINIDAD
917,"080102","SAN JAVIER",C10_municipios,"SAN JAVIER"
918,"080199",CERCADO,C10_municipios,CERCADO
919,"080201",RIBERALTA,C10_municipios,RIBERALTA
920,"080202",GUAYARAMERIN,C10_municipios,GUAYARAMERIN
921,"080299","VACA DIEZ",C10_municipios,"VACA DIEZ"
922,"080301",REYES,C10_municipios,REYES
923,"080302","SAN BORJA",C10_municipios,"SAN BORJA"
924,"080303","SANTA ROSA",C10_municipios,"SANTA ROSA"
925,"080304",RURRENABAQUE,C10_municipios,RURRENABAQUE
926,"080399","JOSE BALLIVIAN",C10_municipios,"JOSE BALLIVIAN"
927,"080401","SANTA ANA DE YACUMA",C10_municipios,"SANTA ANA DE YACUMA"
928,"080402",EXALTACION,C10_municipios,EXALTACION
929,"080499",YACUMA,C10_municipios,YACUMA
930,"080501","SAN IGNACIO",C10_municipios,"SAN IGNACIO"
931,"080599",MOXOS,C10_municipios,MOXOS
932,"080601",LORETO,C10_municipios,LORETO
933,"080602","SAN ANDRES",C10_municipios,"SAN ANDRES"
934,"080699",MARBAN,C10_municipios,MARBAN
935,"080701","SAN JOAQUIN",C10_municipios,"SAN JOAQUIN"
936,"080702","SAN RAMON",C10_municipios,"SAN RAMON"
937,"080703","PUERTO SILES",C10_municipios,"PUERTO SILES"
938,"080799",MAMORE,C10_municipios,MAMORE
939,"080801",MAGDALENA,C10_municipios,MAGDALENA
940,"080802",BAURES,C10_municipios,BAURES
941,"080803",HUACARAJE,C10_municipios,HUACARAJE
942,"080899",ITENEZ,C10_municipios,ITENEZ
943,"090101",COBIJA,C10_municipios,COBIJA
944,"090102",PORVENIR,C10_municipios,PORVENIR
945,"090103",BOLPEBRA,C10_municipios,BOLPEBRA
946,"090104","BELLA FLOR",C10_municipios,"BELLA FLOR"
947,"090199","NICOLAS SUAREZ",C10_municipios,"NICOLAS SUAREZ"
948,"090201","PUERTO RICO",C10_municipios,"PUERTO RICO"
949,"090202","SAN PEDRO",C10_municipios,"SAN PEDRO"
950,"090203",FILADELFIA,C10_municipios,FILADELFIA
951,"090299",MANURIPI,C10_municipios,MANURIPI
952,"090301","PUERTO GONZALO MORENO",C10_municipios,"PUERTO GONZALO MORENO"
953,"090302","SAN LORENZO",C10_municipios,"SAN LORENZO"
954,"090303",SENA,C10_municipios,SENA
955,"090399","MADRE DE DIOS",C10_municipios,"MADRE DE DIOS"
956,"090401","SANTA ROSA",C10_municipios,"SANTA ROSA"
957,"090402",INGAVI,C10_municipios,INGAVI
958,"090499",ABUNA,C10_municipios,ABUNA
959,"090501","NUEVA ESPERANZA",C10_municipios,"NUEVA ESPERANZA"
960,"090502","VILLA NUEVA (LOMA ALTA)",C10_municipios,"VILLA NUEVA (LOMA ALTA)"
961,"090503","SANTOS MERCADO",C10_municipios,"SANTOS MERCADO"
962,"090599","FEDERICO ROMAN",C10_municipios,"FEDERICO ROMAN"
963,"099999","PUERTO QUIJARRO",C10_municipios,"PUERTO QUIJARRO"
964,"01","REGIMEN MATRIMONIAL",C13_libros,"REGIMEN MATRIMONIAL"
965,"02","INHABILITACION DE COMERCIANTES",C13_libros,"INHABILITACION DE COMERCIANTES"
966,"03","DECLARACION DE QUIEBRA",C13_libros,"DECLARACION DE QUIEBRA"
967,"04","EMANCIPACION Y HABILITACIONES",C13_libros,"EMANCIPACION Y HABILITACIONES"
968,"05","CONVENIOS PREVENTIVOS",C13_libros,"CONVENIOS PREVENTIVOS"
969,"06","APERTURA Y CIERRE DE SUCURSAL O AGENCIA DE BOLIVIA",C13_libros,"APERTURA Y CIERRE DE SUCURSAL O AGENCIA DE BOLIVIA"
970,"07","POSESION DE CARGOS PUBLICOS",C13_libros,"POSESION DE CARGOS PUBLICOS"
971,"08","ANOTACIONES PREVENTIVAS, EMBARGOS E HIPOTECAS",C13_libros,"ANOTACIONES PREVENTIVAS, EMBARGOS E HIPOTECAS"
972,"09","CONSTITUCION DE SOCIEDADES Y MODIFICACIONES AL ACTO CONSTITUTIVO",C13_libros,"CONSTITUCION DE SOCIEDADES Y MODIFICACIONES AL ACTO CONSTITUTIVO"
973,"10","OTROS ACTOS COMERCIALES",C13_libros,"OTROS ACTOS COMERCIALES"
974,"11","SOCIEDADES CONSTITUIDAS EN EL EXTRANJERO",C13_libros,"SOCIEDADES CONSTITUIDAS EN EL EXTRANJERO"
975,"12",GRAVAMENES,C13_libros,GRAVAMENES
976,"13","MANDATOS GENERALES Y ESPECIALES",C13_libros,"MANDATOS GENERALES Y ESPECIALES"
977,"14","TRANSFERENCIA DE EMPRESA COMERCIAL",C13_libros,"TRANSFERENCIA DE EMPRESA COMERCIAL"
978,"15","CONTRATOS EN GENERAL",C13_libros,"CONTRATOS EN GENERAL"
979,"16","FIANZAS Y CANCELACION DE FIANZAS",C13_libros,"FIANZAS Y CANCELACION DE FIANZAS"
980,"17","ACTOS JUDICIALES",C13_libros,"ACTOS JUDICIALES"
981,"18","AUXILIAR DE COMERCIO",C13_libros,"AUXILIAR DE COMERCIO"
982,"19","ACTOS AISLADOS U OCASIONALES DE COMERCIO",C13_libros,"ACTOS AISLADOS U OCASIONALES DE COMERCIO"
983,"20","SUSCRIPCION PUBLICA",C13_libros,"SUSCRIPCION PUBLICA"
984,"21","ACTUALIZACIONES Y BALANCES DE GESTION",C13_libros,"ACTUALIZACIONES Y BALANCES DE GESTION"
985,"50","RESOLUCIONES ADMINISTRATIVAS",C13_libros,"RESOLUCIONES ADMINISTRATIVAS"
986,"80","COMERCIANTE INDIVIDUAL O EMPRESA UNIPERSONAL",C13_libros,"COMERCIANTE INDIVIDUAL O EMPRESA UNIPERSONAL"
987,"81","CERTIFICADOS DE INSCRIPCION",C13_libros,"CERTIFICADOS DE INSCRIPCION"
988,"90","OTROS DOCUMENTOS COMERCIALES",C13_libros,"OTROS DOCUMENTOS COMERCIALES"
989,"010100","REGIMEN MATRIMONIAL ADOPTADO POR LOS CONYUGES",C14_actos,"REGIMEN MATRIMONIAL ADOPTADO POR LOS CONYUGES"
990,"010200","LIQUIDACION DE SOCIEDAD CONYUGAL",C14_actos,"LIQUIDACION DE SOCIEDAD CONYUGAL"
991,"023020","RESOLUCION JUDICIAL DE DECLARACION DE INTERDICCION",C14_actos,"RESOLUCION JUDICIAL DE DECLARACION DE INTERDICCION"
992,"023040","RESOLUCION JUDICIAL DE DECLARACION DE INCAPACIDAD",C14_actos,"RESOLUCION JUDICIAL DE DECLARACION DE INCAPACIDAD"
993,"030670","REMOCION O DESTITUCION DE SINDICOS",C14_actos,"REMOCION O DESTITUCION DE SINDICOS"
994,"030671","DESIGNACION DE LIQUIDADORES",C14_actos,"DESIGNACION DE LIQUIDADORES"
995,"030672","DESTITUCION DE LIQUIDADORES",C14_actos,"DESTITUCION DE LIQUIDADORES"
996,"030700","AUTO DECLARATIVO DE QUIEBRA",C14_actos,"AUTO DECLARATIVO DE QUIEBRA"
997,"030701","RESOLUCION DE DESIGNACION DE SINDICOS",C14_actos,"RESOLUCION DE DESIGNACION DE SINDICOS"
998,"030702","RESOLUCION QUE DISPONE LA DETENCION PREVENTIVA DEL QUEBRADO",C14_actos,"RESOLUCION QUE DISPONE LA DETENCION PREVENTIVA DEL QUEBRADO"
999,"030703","AUTO REVOCATORIO DE LA DECLARACION DE QUIEBRA",C14_actos,"AUTO REVOCATORIO DE LA DECLARACION DE QUIEBRA"
1000,"030800","RESOLUCION DE REMOCION O DESTITUCION DE SINDICOS",C14_actos,"RESOLUCION DE REMOCION O DESTITUCION DE SINDICOS"
1001,"043040","SENTENCIA DE EMANCIPACION O HABILITACION OTORGADO A MENORES",C14_actos,"SENTENCIA DE EMANCIPACION O HABILITACION OTORGADO A MENORES"
1002,"043050","HABILITACION PARA EL EJERCICIO DE COMERCIO",C14_actos,"HABILITACION PARA EL EJERCICIO DE COMERCIO"
1003,"050040",CONSTITUCION,C14_actos,CONSTITUCION
1004,"053000","RESOLUCION JUDICIAL DE APERTURA DEL PROCEDIMIENTO",C14_actos,"RESOLUCION JUDICIAL DE APERTURA DEL PROCEDIMIENTO"
1005,"053005","RESOLUCION JUDICIAL DE HOMOLOGACION DEL CONVENIO",C14_actos,"RESOLUCION JUDICIAL DE HOMOLOGACION DEL CONVENIO"
1006,"053010","ACTA DE DELIBERACION DE LA JUNTA DIRECTIVA",C14_actos,"ACTA DE DELIBERACION DE LA JUNTA DIRECTIVA"
1007,"053020","RESOLUCION QUE DA POR CONCLUIDO EL PROCESO",C14_actos,"RESOLUCION QUE DA POR CONCLUIDO EL PROCESO"
1008,"053030","RESOLUCION JUDICIAL DE NULIDAD DE DEL CONVENIO Y DECLARACION DE QUIEBRA",C14_actos,"RESOLUCION JUDICIAL DE NULIDAD DE DEL CONVENIO Y DECLARACION DE QUIEBRA"
1009,"060080","APERTURA DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA",C14_actos,"APERTURA DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA"
1010,"060081","APERTURA DE SUCURSAL DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL",C14_actos,"APERTURA DE SUCURSAL DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL"
1011,"060082","APERTURA DE AGENCIA DE ENTIDAD FINANCIERA",C14_actos,"APERTURA DE AGENCIA DE ENTIDAD FINANCIERA"
1012,"060083","APERTURA DE OFICINA DE ENTIDAD ASEGURADORA/REASEGURADORA",C14_actos,"APERTURA DE OFICINA DE ENTIDAD ASEGURADORA/REASEGURADORA"
1013,"060084","APERTURA DE AGENCIA DE ENTIDAD ASEGURADORA",C14_actos,"APERTURA DE AGENCIA DE ENTIDAD ASEGURADORA"
1014,"060099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1015,"060194","INSTRUMENTO LEGAL QUE CONTIENE EL CONTRATO DE AGENCIA COMISION CONSIGNACION O CUENTA CORRIENTE MERCA",C14_actos,"INSTRUMENTO LEGAL QUE CONTIENE EL CONTRATO DE AGENCIA COMISION CONSIGNACION O CUENTA CORRIENTE MERCA"
1016,"060196","CIERRE DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA",C14_actos,"CIERRE DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN BOLIVIA"
1017,"060197","CIERRE DE SUCURSAL DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL",C14_actos,"CIERRE DE SUCURSAL DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL"
1018,"060198","CIERRE DE AGENCIA DE ENTIDAD FINANCIERA",C14_actos,"CIERRE DE AGENCIA DE ENTIDAD FINANCIERA"
1019,"069999",OTROS,C14_actos,OTROS
1020,"070100","DESIGNACION DE CARGO PUBLICO QUE INHABILITA EL EJERCICIO DEL COMERCIO",C14_actos,"DESIGNACION DE CARGO PUBLICO QUE INHABILITA EL EJERCICIO DEL COMERCIO"
1021,"070300","NOMBRAMIENTO DE AGENTE DE CAMBIO, CORREDOR DE COMERCIO, AGENTE DE BOLSA, MARTILLERO, REMATADOR",C14_actos,"NOMBRAMIENTO DE AGENTE DE CAMBIO, CORREDOR DE COMERCIO, AGENTE DE BOLSA, MARTILLERO, REMATADOR"
1022,"070400","REGISTRO DE PODER",C14_actos,"REGISTRO DE PODER"
1023,"080099","ACLARACION, MODIFICACION O COMPLEMENTACION DEL TESTIMONIO",C14_actos,"ACLARACION, MODIFICACION O COMPLEMENTACION DEL TESTIMONIO"
1024,"080100","TESTIMONIO JUDICIAL DE CONSTITUCION DE ANOTACIONES PREVENTIVAS",C14_actos,"TESTIMONIO JUDICIAL DE CONSTITUCION DE ANOTACIONES PREVENTIVAS"
1025,"080200","TESTIMINIO JUDICIAL DE LEVANTAMIENTO DE ANOTACIONES PREVENTIVAS",C14_actos,"TESTIMINIO JUDICIAL DE LEVANTAMIENTO DE ANOTACIONES PREVENTIVAS"
1026,"080300","CONSTITUCION DE ANOTACION PREVENTIVA",C14_actos,"CONSTITUCION DE ANOTACION PREVENTIVA"
1027,"080400","LEVANTAMIENTO DE ANOTACION PREVENTIVA",C14_actos,"LEVANTAMIENTO DE ANOTACION PREVENTIVA"
1028,"080500","TESTIMONIO DE PODER GENERAL",C14_actos,"TESTIMONIO DE PODER GENERAL"
1029,"080600",EMBARGO,C14_actos,EMBARGO
1030,"080650","LEVANTAMIENTO DE EMBARGO",C14_actos,"LEVANTAMIENTO DE EMBARGO"
1031,"080700","REGISTRO DE ACTOS JUDICIALES",C14_actos,"REGISTRO DE ACTOS JUDICIALES"
1032,"080750","CONSTITUCION DE HIPOTECA JUDICIAL",C14_actos,"CONSTITUCION DE HIPOTECA JUDICIAL"
1033,"080800","LEVANTAMIENTO DE HIPOTECA JUDICIAL",C14_actos,"LEVANTAMIENTO DE HIPOTECA JUDICIAL"
1034,"080850","CONSTITUCION DE HIPOTECA LEGAL",C14_actos,"CONSTITUCION DE HIPOTECA LEGAL"
1035,"080900","LEVANTAMIENTO DE HIPOTECA LEGAL",C14_actos,"LEVANTAMIENTO DE HIPOTECA LEGAL"
1036,"090040","TESTIMONIO DE CONSTITUCION DE SOCIEDAD COMERCIAL",C14_actos,"TESTIMONIO DE CONSTITUCION DE SOCIEDAD COMERCIAL"
1037,"090041","ACLARATORIA AL DOCUMENTO DE CONSTITUCION",C14_actos,"ACLARATORIA AL DOCUMENTO DE CONSTITUCION"
1038,"090042","MODIFICACION A LA CONSTITUCION",C14_actos,"MODIFICACION A LA CONSTITUCION"
1039,"090043","ACLARACION A LA MODIFICACION DE ESCRITURAS PUBLICAS",C14_actos,"ACLARACION A LA MODIFICACION DE ESCRITURAS PUBLICAS"
1040,"090044","MODIFICACION A LOS ESTATUTOS",C14_actos,"MODIFICACION A LOS ESTATUTOS"
1041,"090045","INSCRIPCION DE ESTATUTOS DE SOCIEDAD COMERCIAL",C14_actos,"INSCRIPCION DE ESTATUTOS DE SOCIEDAD COMERCIAL"
1042,"090046","INSCRIPCION DE ENTIDAD FINANCIERA DE VIVIENDA",C14_actos,"INSCRIPCION DE ENTIDAD FINANCIERA DE VIVIENDA"
1043,"090047","INSCRIPCION DE ENTIDAD FINANCIERA DE VIVIENDA POR TRANSFORMACION DE MUTUAL DE AHORRO Y PRESTAMO",C14_actos,"INSCRIPCION DE ENTIDAD FINANCIERA DE VIVIENDA POR TRANSFORMACION DE MUTUAL DE AHORRO Y PRESTAMO"
1044,"090048","GACETA OFICIAL",C14_actos,"GACETA OFICIAL"
1045,"090099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1046,"090100","CAMBIO DE DOMICILIO",C14_actos,"CAMBIO DE DOMICILIO"
1047,"090200","CAMBIO DE DENOMINACION O RAZON SOCIAL",C14_actos,"CAMBIO DE DENOMINACION O RAZON SOCIAL"
1048,"090300","PRORROGA DEL PLAZO DE DURACION DE LA SOCIEDAD",C14_actos,"PRORROGA DEL PLAZO DE DURACION DE LA SOCIEDAD"
1049,"090350","CAMBIO SISTEMA CONTABLE",C14_actos,"CAMBIO SISTEMA CONTABLE"
1050,"090360","CAMBIOS OPERATIVOS",C14_actos,"CAMBIOS OPERATIVOS"
1051,"090400",TRANSFORMACION,C14_actos,TRANSFORMACION
1052,"090401","MODIFICACION A LA TRANSFORMACION",C14_actos,"MODIFICACION A LA TRANSFORMACION"
1053,"090500","FUSION DE SOCIEDADES COMERCIALES",C14_actos,"FUSION DE SOCIEDADES COMERCIALES"
1054,"090510","DISOLUCION DE SOCIEDAD COMERCIAL",C14_actos,"DISOLUCION DE SOCIEDAD COMERCIAL"
1055,"090520","LIQUIDACION DE SOCIEDAD COMERCIAL Y CONSIGUIENTE CANCELACION DE MATRICULA",C14_actos,"LIQUIDACION DE SOCIEDAD COMERCIAL Y CONSIGUIENTE CANCELACION DE MATRICULA"
1056,"090530","DISOLUCION, LIQUIDACION DE SOCIEDAD COMERCIAL Y CONSIGUIENTE CANCELACION DE MATRICULA DE COMERCIO",C14_actos,"DISOLUCION, LIQUIDACION DE SOCIEDAD COMERCIAL Y CONSIGUIENTE CANCELACION DE MATRICULA DE COMERCIO"
1057,"090750","AUMENTO DE CAPITAL",C14_actos,"AUMENTO DE CAPITAL"
1058,"090760","DISMINUCION DE CAPITAL",C14_actos,"DISMINUCION DE CAPITAL"
1059,"090770","TRANSFERENCIA DE CUOTAS DE CAPITAL",C14_actos,"TRANSFERENCIA DE CUOTAS DE CAPITAL"
1060,"090772","MODIFICACION A LA CONSTITUCION Y ESTATUTOS DE SOCIEDAD COMERCIAL",C14_actos,"MODIFICACION A LA CONSTITUCION Y ESTATUTOS DE SOCIEDAD COMERCIAL"
1061,"090775","APORTES DE CAPITAL",C14_actos,"APORTES DE CAPITAL"
1062,"090800","ESCISION DE SOCIEDAD",C14_actos,"ESCISION DE SOCIEDAD"
1063,"100099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1064,"100100","REGISTRO DE ACTA",C14_actos,"REGISTRO DE ACTA"
1065,"100101","REGISTRO DE ACTA ORDINARIA DE SOCIOS",C14_actos,"REGISTRO DE ACTA ORDINARIA DE SOCIOS"
1066,"100110","REGISTRO DE PARTES PERTINENTES DE ACTAS",C14_actos,"REGISTRO DE PARTES PERTINENTES DE ACTAS"
1067,"100200","REGISTRO DE TITULO VALOR - ACCION",C14_actos,"REGISTRO DE TITULO VALOR - ACCION"
1068,"100201","REGISTRO DE TITULO VALOR - BONO",C14_actos,"REGISTRO DE TITULO VALOR - BONO"
1069,"100202","REGISTRO DE TITULO VALOR - DEVENTURE",C14_actos,"REGISTRO DE TITULO VALOR - DEVENTURE"
1070,"100300","REGISTRO DE MEMORIA ANUAL",C14_actos,"REGISTRO DE MEMORIA ANUAL"
1071,"100350","REGISTRO DE RESOLUCION ADMINISTRATIVA",C14_actos,"REGISTRO DE RESOLUCION ADMINISTRATIVA"
1072,"100360","RESOLUCIÃÂN ADMINISTRATIVA SANCIONATORIA",C14_actos,"RESOLUCIÃÂN ADMINISTRATIVA SANCIONATORIA"
1073,"100400","REGISTRO DE BALANCE DE GESTION",C14_actos,"REGISTRO DE BALANCE DE GESTION"
1074,"100500","REGISTRO DE TESTIMONIO DE EMISION DE BONOS",C14_actos,"REGISTRO DE TESTIMONIO DE EMISION DE BONOS"
